id,image,meta_prompt,category
11,BAKERY/0f98e4cb834a202ef6abcf41dca22bb1.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: close crop of mouth biting glossy pastry, warm skin tones, shallow focus; sensual macro food photography, handwritten overlay space, intimate indulgence campaign. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
12,BAKERY/0fa0bd1d2e26c8dae94b3fc9ffd92d94.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: pink macaron centered between banana cream texture and raspberries, split background panels; symmetrical flavor-pairing layout, handwritten flavor labels, playful color blocking. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
13,BAKERY/113c06b376b5d8550a05f704502626f3.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: single macaron on white background with doodled face, arms, and legs; cheerful mascot treatment, product remains photoreal, simple character ad with lots of negative space. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
14,BAKERY/1321df07f80c9f055ca81349e88d2305.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: cake slice on ornate plate under sunset shadow with spoon silhouette, warm amber backlight; intimate editorial dessert moment, long cast shadows, premium still-life mood. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
15,BAKERY/134873e772fc38786a118bfaeb45b707.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: mini holiday desserts on white platform against red curved paper backdrop, soft studio shadows; festive product family, tiered display, elegant greeting typography zones. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
16,BAKERY/13958cff2d53ee39dbcfccf9bf527b04.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: single plated cream pastry on stacked magazines, sky-blue seamless background, tiny garnish pieces scattered; clean playful editorial, centered product with ample negative space. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
17,BAKERY/13ca02c010d05836c03590d107d2a62e.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: cheesecake slice poster on rich brown background with hand lifting cloche, warm restaurant light; circular text path, price/order strip at bottom, indulgent menu-ad design. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
18,BAKERY/16ac2862de0e6a8bb54a2f9ecb51f3e7.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: three spiral pastries floating vertically over pink background, hard shadow below; gravity-defying product stack, minimal composition, candy-color social post. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
19,BAKERY/185eb5033bb14bb78a0b7349eb982da0.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: large croissant on scalloped white plate in sunlit cafe table scene, blue gingham shadows; top-down lifestyle brunch image with script greeting overlay. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
20,BAKERY/1bafa08405c75b635b7441152d50489b.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: tea being poured from white kettle into cup on teal and red split background, long shadows; product-as-companion composition, angular color blocking, refined beverage-pairing poster. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
21,BAKERY/1bc9b14d1615a18cdb5947ed60dc2b7c.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: cheesecake and chocolate slice on pink satin drape, warm softbox light; premium dessert duo, elegant serif headline, fashion editorial color palette. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
22,BAKERY/1c185b19fc88f31d3b637741b7863caf.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: single macaron on tiny pedestal atop draped fabric mountain in blue sky clouds, surreal sunlight; aspirational fantasy scale, ladder detail, luxury dream-poster composition. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
23,BAKERY/1cb499c3db3e1a2755881faf9c7ce57c.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: multiple croissants repeated across warm cream surface, shallow perspective; appetizing bakery pattern, small center copy zone, clean commercial food poster. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
24,BAKERY/266192fa088852473b8097bba415e5e5.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: bitten cookie resting on top of milk glass against solid red, crisp front light; bold contrast, playful snack moment, centered vertical product stack. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
25,BAKERY/279f852231eb4e643b83d9b7305dfd33.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: blueberry croissant on peach satin cloth, low warm side light; quiet luxury food still life, gentle folds, shallow shadow and premium texture. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
26,BAKERY/2cbe140713d2eb791be8b3f5f59d8ddb.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: wrapped pastry pieces suspended on string against blue background with crumbs and cinnamon flying; kinetic levitation shot, vertical motion, crisp product fragments. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
27,BAKERY/2dc7737feaafb363f6df39a0ebc886b3.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: chocolate bonbons in coupe glass with branded bag on dark brown gradient, moody rim light; luxury confectionery still life, centered goblet silhouette, warm highlights. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
28,BAKERY/2dc8f52554b6f8b248737e9cfa6096d9.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: assorted truffles on gold cylindrical pedestals under dark amber spotlight; opulent tiered product theater, dramatic shadows, premium chocolate campaign. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
29,BAKERY/2ed5e1f532b3933cb91ea108f64bb541.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: hand playing chocolate pieces on checkerboard, beige tabletop and minimal background; strategic game metaphor, overhead editorial photo, small caption area. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
30,BAKERY/30650cf89ddb2721a18808447445fe8b.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: round product/flavor icons orbiting center logo on pale yellow; flat-lay flavor wheel, playful graphic clock layout, bright youthful palette. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
31,BAKERY/34dec6d6c8c284234abc04662d91edec.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: chocolate pieces around flowing gold ribbon on deep purple poster, glossy highlights; premium vertical ad, dynamic ribbon path, small QR/copy zone. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
32,BAKERY/355e305a6254804698413b695ca6729c.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: minimal poster with pink scoop replacing the word 'you' letterform on off-white background; large typographic composition, sparse modern design, soft product shadow. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
33,BAKERY/365024e2f990bc2f0251f2aa8578451d.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: stacked yellow macarons with illustrated person sitting on top, white studio field; cute brand illustration mixed with real product, playful mascot poster. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
34,BAKERY/377541d016bf4bc966ed641fd3c343f0.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: croissants stacked impossibly on white column against blue sky, airy daylight; surreal bakery pedestal, levitation and clouds, premium whimsical campaign. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
35,BAKERY/37d54ad153ab4ede54e1327283c988e5.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: hand holding sauce bottle above dessert on golden background, Arabic-style menu poster; vertical pour action, product at lower third, bold localized typography zones. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
36,BAKERY/388ac48d44ca9cb3361bfd51dc23793f.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: strawberry cake slice cutout on deep red poster with annotation lines; technical flavor callouts, premium editorial diagram, centered product isolation. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
37,BAKERY/3c2c80119463fceba62713aa45a780ce.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: croissants and paper bag on warm orange surface, hard sunlight shadows; take-away bakery poster, product plus packaging, large vintage headline space. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
38,BAKERY/3c58b01f90091b307fd26ec9d8af3f9e.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: decorated cake held before blue curtains, spotlighted hands, dramatic stage lighting; celebration product reveal, centered premium logo space, theatrical bakery portrait. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
39,BAKERY/3c84ab272f4413815b9d2ed3f85af722.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: ornate tray held by hand with rose-shaped pastry on black background; chiaroscuro still life, top-down luxury serving moment, minimal text. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
40,BAKERY/412ce908379b711bf9c9c7c321e697ac.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: stacked jam pastry cross-sections on cream poster, red typography and retro border; appetizing sliced layers, bakery menu poster, bold headline hierarchy. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
41,BAKERY/415a277da595bc030cf915c2481c02ff.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: product spread painted on canvas easel with utensil as brush, light blue studio; masterpiece metaphor, product-as-art, clean ad copy block. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
42,BAKERY/42417038278e812478cbc1e24a1c100d.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: takeaway cup peeking between blue curtains, theatrical spotlight and deep shadows; secret reveal composition, narrow vertical product focus, premium cafe mood. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
43,BAKERY/459e46ef96a1e88e0d31eed7d24bb5bc.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: triangular cake slices arranged along diagonal color stripes, bold red/blue/brown palette; geometric poster system, flavor variety display, sticker-like label zone. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
44,BAKERY/467ea0f031563c4406f71ee6eafebec9.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: chocolate bar wall with one square removed revealing dessert layer inside, macro texture; hidden core reveal, tiled pattern composition, premium close-up. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
45,BAKERY/4a0e1433fa841328e3fd6e48abb9c0a7.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: woman holding basket of baked goods in home kitchen, wide-angle documentary feel; warm lifestyle brand story, human scale, regional bakery authenticity. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
46,BAKERY/51a44e6d0f444c82ce8f9e154fec7782.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: keyhole-shaped cutout revealing pastry scene on red background, dramatic vignette; mystery/temptation concept, product framed inside symbolic aperture. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
47,BAKERY/594bda60651fad5e51cc8d23a574f106.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: soft-serve dessert cone centered on pink background, playful cup graphics and strawberry topper; clean characterful dessert poster, rounded shapes and pastel palette. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
48,BAKERY/5c907f9e8ea45849fb9364e1c13fff80.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: croissant on patterned brown typography background with yellow doodle lines; graphic snack poster, product centered, repeating word texture. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
